Date,Description,Deposit Amount,Withdrawal Amount,Notes,Category Name,Category Id,Ledger Id,Ledger Name,Description_clean
31-01-2026,CC BILL PAYMENT-315063766,0.0,67798.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
18-09-2025,UPI-AMAZON INDIA-GAMING,0.0,3427.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI AMAZON INDIA GAMING
29-08-2025,UPI-FLIPKART-BREAKFAST,0.0,2309.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI FLIPKART BREAKFAST
09-07-2025,NEFT CR-SALARY-ASSET VANTAGE,86830.0,0.0,,Salary Income,1,201,Salary Ledger,NEFT CR SALARY ASSET VANTAGE
21-04-2025,UPI-DOMINOS PIZZA-GAMING,0.0,1330.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI DOMINOS PIZZA GAMING
09-02-2026,RENT PAYMENT-490452,0.0,22715.0,,Rent & Housing,4,302,Rent Expense Ledger,RENT PAYMENT
21-01-2026,UPI-MYNTRA-MOBILE BILL,0.0,4056.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI MYNTRA MOBILE BILL
30-03-2026,NEFT CR-CREDIT CARD BILL PAYMENT-813901126,0.0,49225.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,NEFT CR CREDIT CARD BILL PAYMENT
29-03-2026,UPI-LENSKART-MISC-300753,0.0,2667.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI LENSKART MISC
20-10-2025,POS-LENSKART-MALL PURCHASE,0.0,2975.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,POS LENSKART MALL PURCHASE
05-01-2026,UPI-IRCTC UTS-GOA TRIP EXPENSES,0.0,3255.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI IRCTC UTS GOA TRIP EXPENSES
10-03-2026,UPI-NATURAL ICE CREAM-LAB TESTS,0.0,6127.0,,Health & Medical,9,307,Medical Expense Ledger,UPI NATURAL ICE CREAM LAB TESTS
04-02-2026,UPI-BIG BAZAAR-MISC-452365,0.0,10345.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI BIG BAZAAR MISC
30-06-2025,UPI-FLIPKART-CONCERT TICKETS,0.0,961.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI FLIPKART CONCERT TICKETS
11-09-2025,UPI-AK JUICE CENTRE-MISC-347908,7637.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI AK JUICE CENTRE MISC
18-05-2025,UPI-GOOGLEPAY-STATIONERY,0.0,5657.0,,Education & Books,10,308,Education Expense Ledger,UPI GOOGLEPAY STATIONERY
14-03-2026,UPI-UBER-CONCERT TICKETS,0.0,4066.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI UBER CONCERT TICKETS
07-11-2025,DIVIDEND CREDIT HINDUSTAN UNILEVER LTD-669829,7592.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT HINDUSTAN UNILEVER LTD
23-06-2025,UPI-APOLLO PHARMACY-STATIONERY,0.0,1647.0,,Education & Books,10,308,Education Expense Ledger,UPI APOLLO PHARMACY STATIONERY
01-12-2025,UPI-UBER-CONCERT TICKETS,0.0,3283.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI UBER CONCERT TICKETS
11-11-2025,UPI-DMART-MOBILE BILL,0.0,2982.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI DMART MOBILE BILL
09-08-2025,UPI-OLA CABS-BROADBAND BILL,0.0,2353.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI OLA CABS BROADBAND BILL
12-05-2025,HDFC BANK INTEREST CREDIT-395599,826.0,0.0,,Investment Income,2,202,Investment Income Ledger,HDFC BANK INTEREST CREDIT
01-12-2025,ACH C- ICICI BANK DIVIDEND-764846,5117.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C ICICI BANK DIVIDEND
07-10-2025,UPI-NETFLIX-BROADBAND BILL,0.0,4974.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI NETFLIX BROADBAND BILL
07-01-2026,UPI-RELIANCE DIGITAL-LAB TESTS,0.0,4335.0,,Health & Medical,9,307,Medical Expense Ledger,UPI RELIANCE DIGITAL LAB TESTS
07-10-2025,UPI-CREDCLUB-CRED PAYMENT-770251208,0.0,55353.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,UPI CREDCLUB CRED PAYMENT
05-02-2026,UPI-AIRTEL PAYMENTS BANK-MISC-393624,3159.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI AIRTEL PAYMENTS BANK MISC
18-10-2025,UPI-PVR CINEMAS-DINNER,0.0,97.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI PVR CINEMAS DINNER
22-10-2025,UPI-DMART-WATER BILL,0.0,2030.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI DMART WATER BILL
14-02-2026,UPI-NETFLIX-MOVIE TICKETS,0.0,2032.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI NETFLIX MOVIE TICKETS
25-08-2025,UPI-DMART-CLOTHING,0.0,5274.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI DMART CLOTHING
19-05-2025,UPI-STARBUCKS-MISC-488227,1931.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI STARBUCKS MISC
11-04-2025,UPI-SWIGGY-MISC-298303,1624.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI SWIGGY MISC
31-12-2025,NEFT CR-CREDIT CARD BILL PAYMENT-549697911,0.0,4262.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,NEFT CR CREDIT CARD BILL PAYMENT
12-11-2025,UPI-BHARGAV SANDEEP DESAI-MISC-369045,0.0,102.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI BHARGAV SANDEEP DESAI MISC
13-12-2025,ASIAN PAINTS LTD INTEREST CREDIT-958823,769.0,0.0,,Investment Income,2,202,Investment Income Ledger,ASIAN PAINTS LTD INTEREST CREDIT
17-06-2025,UPI-GOOGLEPAY-ELECTRICITY BILL,0.0,271.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI GOOGLEPAY ELECTRICITY BILL
20-05-2025,UPI-ZOMATO-FOOD,0.0,436.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI ZOMATO FOOD
06-04-2025,NEFT CR-SALARY-TCS,49018.0,0.0,,Salary Income,1,201,Salary Ledger,NEFT CR SALARY TCS
06-08-2025,UPI-DMART-MUMBAI TRIP,0.0,7969.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI DMART MUMBAI TRIP
01-11-2025,UPI-DOMINOS PIZZA-PHARMACY,0.0,2534.0,,Health & Medical,9,307,Medical Expense Ledger,UPI DOMINOS PIZZA PHARMACY
21-08-2025,UPI-STARBUCKS-ONLINE COURSE,0.0,3758.0,,Education & Books,10,308,Education Expense Ledger,UPI STARBUCKS ONLINE COURSE
07-09-2025,RENT PAYMENT-889417,0.0,23916.0,,Rent & Housing,4,302,Rent Expense Ledger,RENT PAYMENT
24-02-2026,ACH C- VEDANTA LIMITED DIVIDEND-929365,8162.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C VEDANTA LIMITED DIVIDEND
05-08-2025,NEFT-RENT-723502,0.0,53536.0,,Rent & Housing,4,302,Rent Expense Ledger,NEFT RENT
05-10-2025,OCT 2025 SALARY CREDIT,56279.0,0.0,,Salary Income,1,201,Salary Ledger,OCT SALARY CREDIT
11-01-2026,CC BILL PAYMENT-253814126,0.0,78485.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
23-08-2025,CC BILL PAYMENT-127639012,0.0,55028.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
13-11-2025,APR NOV SALARY,81115.0,0.0,,Salary Income,1,201,Salary Ledger,APR NOV SALARY
08-02-2026,UPI-NETFLIX-MOBILE BILL,0.0,3273.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI NETFLIX MOBILE BILL
12-03-2026,UPI-APOLLO PHARMACY-MOBILE BILL,0.0,4308.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI APOLLO PHARMACY MOBILE BILL
24-05-2025,DIVIDEND CREDIT HINDUSTAN UNILEVER LTD-950525,2878.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT HINDUSTAN UNILEVER LTD
04-03-2026,UPI-IRCTC UTS-TICKET-594475891,0.0,1747.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI IRCTC UTS TICKET
27-09-2025,UPI-ZOMATO-PHARMACY,0.0,7547.0,,Health & Medical,9,307,Medical Expense Ledger,UPI ZOMATO PHARMACY
04-07-2025,UPI-ZERODHA BROKING LTD-MUMBAI TRIP,0.0,14906.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI ZERODHA BROKING LTD MUMBAI TRIP
15-09-2025,BANK TRANSFER-HOUSE RENT-359438,0.0,43464.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
23-03-2026,NEFT CR-SALARY-INFOSYS LIMITED,49259.0,0.0,,Salary Income,1,201,Salary Ledger,NEFT CR SALARY INFOSYS LIMITED
27-09-2025,ACH C- VEDANTA LIMITED DIVIDEND-906124,3841.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C VEDANTA LIMITED DIVIDEND
29-07-2025,UPI-NATURAL ICE CREAM-LAB TESTS,0.0,5248.0,,Health & Medical,9,307,Medical Expense Ledger,UPI NATURAL ICE CREAM LAB TESTS
17-11-2025,UPI-CREDCLUB-CRED PAYMENT-575756650,0.0,16549.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,UPI CREDCLUB CRED PAYMENT
27-06-2025,MYNTRA SUBSCRIPTION-259882,0.0,3213.0,,Entertainment,8,306,Entertainment Expense Ledger,MYNTRA SUBSCRIPTION
28-04-2025,UPI-DOMINOS PIZZA-MOBILE BILL,0.0,1704.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI DOMINOS PIZZA MOBILE BILL
17-05-2025,UPI-GOOGLEPAY-CAB RIDE,0.0,8715.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI GOOGLEPAY CAB RIDE
17-05-2025,UPI-NETFLIX-LUNCH,0.0,871.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI NETFLIX LUNCH
26-05-2025,UPI-OLA CABS-FOOD,0.0,1444.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI OLA CABS FOOD
21-05-2025,NEFT CR-SALARY-HDFC BANK,67796.0,0.0,,Salary Income,1,201,Salary Ledger,NEFT CR SALARY HDFC BANK
20-11-2025,UPI-NETFLIX-GAMING,0.0,1974.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI NETFLIX GAMING
06-06-2025,UPI-CREDCLUB-JUICE,0.0,2281.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI CREDCLUB JUICE
04-08-2025,UPI-MYNTRA-CLOTHING,0.0,11582.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI MYNTRA CLOTHING
21-02-2026,BANK TRANSFER-HOUSE RENT-619385,0.0,40323.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
20-09-2025,SEP 2025 SALARY CREDIT,51939.0,0.0,,Salary Income,1,201,Salary Ledger,SEP SALARY CREDIT
29-11-2025,NEFT-RENT-922376,0.0,11359.0,,Rent & Housing,4,302,Rent Expense Ledger,NEFT RENT
02-06-2025,BANK TRANSFER-HOUSE RENT-302834,0.0,46134.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
09-06-2025,UPI-NATURAL ICE CREAM-COACHING FEES,0.0,9770.0,,Education & Books,10,308,Education Expense Ledger,UPI NATURAL ICE CREAM COACHING FEES
15-04-2025,UPI-FLIPKART-MOVIE TICKETS,0.0,4991.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI FLIPKART MOVIE TICKETS
01-06-2025,UPI-ZOMATO-GAMING,0.0,2756.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI ZOMATO GAMING
11-07-2025,UPI-AMAZON INDIA-CONCERT TICKETS,0.0,4105.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI AMAZON INDIA CONCERT TICKETS
04-06-2025,UPI-UBER-CONCERT TICKETS,0.0,3458.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI UBER CONCERT TICKETS
03-05-2025,UPI-BHARGAV SANDEEP DESAI-PHARMACY,0.0,7878.0,,Health & Medical,9,307,Medical Expense Ledger,UPI BHARGAV SANDEEP DESAI PHARMACY
14-05-2025,UPI-FLIPKART-COACHING FEES,0.0,6853.0,,Education & Books,10,308,Education Expense Ledger,UPI FLIPKART COACHING FEES
15-09-2025,UPI-NATURAL ICE CREAM-LAB TESTS,0.0,1505.0,,Health & Medical,9,307,Medical Expense Ledger,UPI NATURAL ICE CREAM LAB TESTS
15-06-2025,UPI-IRCTC UTS-STATIONERY,0.0,8202.0,,Education & Books,10,308,Education Expense Ledger,UPI IRCTC UTS STATIONERY
11-08-2025,UPI-PVR CINEMAS-FOOD,0.0,2027.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI PVR CINEMAS FOOD
01-10-2025,NEFT CR-SALARY-FREELANCE CLIENT,89422.0,0.0,,Salary Income,1,201,Salary Ledger,NEFT CR SALARY FREELANCE CLIENT
08-12-2025,UPI-RELIANCE DIGITAL-LAB TESTS,0.0,3964.0,,Health & Medical,9,307,Medical Expense Ledger,UPI RELIANCE DIGITAL LAB TESTS
15-04-2025,TCS LIMITED INTEREST CREDIT-702251,2448.0,0.0,,Investment Income,2,202,Investment Income Ledger,TCS LIMITED INTEREST CREDIT
16-01-2026,UPI-STARBUCKS-ELECTRICITY BILL,0.0,4382.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI STARBUCKS ELECTRICITY BILL
15-11-2025,UPI-BHARGAV SANDEEP DESAI-PHARMACY,0.0,1801.0,,Health & Medical,9,307,Medical Expense Ledger,UPI BHARGAV SANDEEP DESAI PHARMACY
30-04-2025,UPI-STARBUCKS-STATIONERY,0.0,5752.0,,Education & Books,10,308,Education Expense Ledger,UPI STARBUCKS STATIONERY
12-02-2026,OLA CABS PAYMENT-602182771,0.0,6689.0,,Transport & Travel,5,303,Travel Expense Ledger,OLA CABS PAYMENT
02-03-2026,POS-RELIANCE DIGITAL-MALL PURCHASE,0.0,6084.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,POS RELIANCE DIGITAL MALL PURCHASE
23-04-2025,BANK TRANSFER-HOUSE RENT-778936,0.0,58126.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
10-07-2025,UPI-IRCTC UTS-TICKET-300556420,0.0,9275.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI IRCTC UTS TICKET
19-01-2026,UPI-PVR CINEMAS-ONLINE SHOPPING,0.0,2872.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI PVR CINEMAS ONLINE SHOPPING
29-12-2025,UPI-SPOTIFY-MISC-702772,0.0,9568.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI SPOTIFY MISC
07-06-2025,UPI-UBER-MISC-929378,13076.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI UBER MISC
16-06-2025,UPI-LENSKART-MOVIE TICKETS,0.0,2285.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI LENSKART MOVIE TICKETS
13-08-2025,UPI-IRCTC UTS-MOVIE TICKETS,0.0,4398.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI IRCTC UTS MOVIE TICKETS
24-09-2025,OLA CABS PAYMENT-495858362,0.0,410.0,,Transport & Travel,5,303,Travel Expense Ledger,OLA CABS PAYMENT
12-11-2025,UPI-PVR CINEMAS-SHOPPING,0.0,11660.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI PVR CINEMAS SHOPPING
13-08-2025,DIVIDEND CREDIT TATA POWER CO LTD-789753,7666.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT TATA POWER CO LTD
16-09-2025,UPI-CREDCLUB-CRED PAYMENT-395237045,0.0,7078.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,UPI CREDCLUB CRED PAYMENT
29-12-2025,UPI-AIRTEL PAYMENTS BANK-MISC-393561,4011.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI AIRTEL PAYMENTS BANK MISC
14-04-2025,UPI-UBER-CAB RIDE,0.0,1819.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI UBER CAB RIDE
01-07-2025,NEFT-RENT-810070,0.0,50571.0,,Rent & Housing,4,302,Rent Expense Ledger,NEFT RENT
16-12-2025,UPI-ZERODHA BROKING LTD-SHOPPING,0.0,10550.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI ZERODHA BROKING LTD SHOPPING
20-02-2026,UPI-STARBUCKS-PHARMACY,0.0,3462.0,,Health & Medical,9,307,Medical Expense Ledger,UPI STARBUCKS PHARMACY
04-10-2025,UPI-NETFLIX-ONLINE COURSE,0.0,4700.0,,Education & Books,10,308,Education Expense Ledger,UPI NETFLIX ONLINE COURSE
11-10-2025,UPI-SWIGGY-ONLINE SHOPPING,0.0,9069.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI SWIGGY ONLINE SHOPPING
10-05-2025,UPI-NETFLIX-MOVIE TICKETS,0.0,3858.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI NETFLIX MOVIE TICKETS
10-09-2025,UPI-NETFLIX-COACHING FEES,0.0,9048.0,,Education & Books,10,308,Education Expense Ledger,UPI NETFLIX COACHING FEES
11-10-2025,UPI-CROSSWORD BOOKSTORE-CLOTHING,0.0,6709.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI CROSSWORD BOOKSTORE CLOTHING
28-06-2025,UPI-DOMINOS PIZZA-SHOPPING,0.0,16852.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI DOMINOS PIZZA SHOPPING
08-07-2025,UPI-GOOGLEPAY-CONCERT TICKETS,0.0,2822.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI GOOGLEPAY CONCERT TICKETS
16-08-2025,UPI-DMART-ONLINE COURSE,0.0,8184.0,,Education & Books,10,308,Education Expense Ledger,UPI DMART ONLINE COURSE
08-04-2025,DIVIDEND CREDIT HINDUSTAN UNILEVER LTD-248441,6219.0,0.0,,Investment Income,2,202,Investment Income Ledger,DIVIDEND CREDIT HINDUSTAN UNILEVER LTD
27-07-2025,BANK TRANSFER-HOUSE RENT-561370,0.0,12485.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
16-06-2025,ACH C- HDFC BANK DIVIDEND-759981,6339.0,0.0,,Investment Income,2,202,Investment Income Ledger,ACH C HDFC BANK DIVIDEND
29-07-2025,UPI-BIG BAZAAR-GAS CYLINDER PAYMENT,0.0,4851.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI BIG BAZAAR GAS CYLINDER PAYMENT
14-05-2025,UPI-MYNTRA-MISC-249395,0.0,10708.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI MYNTRA MISC
19-02-2026,BANK TRANSFER-HOUSE RENT-735311,0.0,17890.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
03-11-2025,UPI-NETFLIX-MISC-488422,0.0,1945.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI NETFLIX MISC
04-12-2025,UPI-CREDCLUB-CRED PAYMENT-933718626,0.0,51225.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,UPI CREDCLUB CRED PAYMENT
13-01-2026,BANK TRANSFER-HOUSE RENT-279001,0.0,52172.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
29-09-2025,UPI-NATURAL ICE CREAM-MUMBAI TRIP,0.0,7123.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI NATURAL ICE CREAM MUMBAI TRIP
02-05-2025,UPI-SWIGGY-MISC-606713,0.0,14273.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI SWIGGY MISC
13-10-2025,UPI-BHARGAV SANDEEP DESAI-MISC-870805,2334.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI BHARGAV SANDEEP DESAI MISC
31-10-2025,UPI-BIG BAZAAR-GAMING,0.0,4987.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI BIG BAZAAR GAMING
28-12-2025,UPI-CREDCLUB-MEDICAL BILL,0.0,3758.0,,Health & Medical,9,307,Medical Expense Ledger,UPI CREDCLUB MEDICAL BILL
05-09-2025,UPI-MYNTRA-CONCERT TICKETS,0.0,3675.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI MYNTRA CONCERT TICKETS
17-05-2025,UPI-FLIPKART-DOCTOR CONSULTATION,0.0,7319.0,,Health & Medical,9,307,Medical Expense Ledger,UPI FLIPKART DOCTOR CONSULTATION
13-07-2025,UPI-AIRTEL PAYMENTS BANK-CLOTHING,0.0,5516.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI AIRTEL PAYMENTS BANK CLOTHING
11-08-2025,UPI-SWIGGY-MISC-512310,11923.0,0.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI SWIGGY MISC
22-11-2025,UPI-APOLLO PHARMACY-CAB RIDE,0.0,10689.0,,Transport & Travel,5,303,Travel Expense Ledger,UPI APOLLO PHARMACY CAB RIDE
25-10-2025,RENT PAYMENT-927679,0.0,11164.0,,Rent & Housing,4,302,Rent Expense Ledger,RENT PAYMENT
08-08-2025,UPI-NATURAL ICE CREAM-ONLINE COURSE,0.0,3417.0,,Education & Books,10,308,Education Expense Ledger,UPI NATURAL ICE CREAM ONLINE COURSE
26-03-2026,UPI-IRCTC UTS-BOOKS,0.0,807.0,,Education & Books,10,308,Education Expense Ledger,UPI IRCTC UTS BOOKS
07-11-2025,UPI-PVR CINEMAS-COACHING FEES,0.0,9627.0,,Education & Books,10,308,Education Expense Ledger,UPI PVR CINEMAS COACHING FEES
26-06-2025,UPI-BHARGAV SANDEEP DESAI-GAMING,0.0,4062.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI BHARGAV SANDEEP DESAI GAMING
08-05-2025,UPI-CREDCLUB-CRED PAYMENT-944799071,0.0,71442.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,UPI CREDCLUB CRED PAYMENT
26-05-2025,NEFT-RENT-526792,0.0,29438.0,,Rent & Housing,4,302,Rent Expense Ledger,NEFT RENT
29-06-2025,UPI-STARBUCKS-FOOD,0.0,775.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI STARBUCKS FOOD
29-05-2025,MAY 2025 SALARY CREDIT,60435.0,0.0,,Salary Income,1,201,Salary Ledger,MAY SALARY CREDIT
07-06-2025,CC BILL PAYMENT-544652859,0.0,32721.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
13-07-2025,UPI-SPOTIFY-MISC-212752,0.0,8840.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI SPOTIFY MISC
03-06-2025,CC BILL PAYMENT-382145481,0.0,26416.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
21-02-2026,UPI-CROSSWORD BOOKSTORE-BREAKFAST,0.0,174.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI CROSSWORD BOOKSTORE BREAKFAST
30-04-2025,RENT PAYMENT-964285,0.0,54335.0,,Rent & Housing,4,302,Rent Expense Ledger,RENT PAYMENT
08-10-2025,UPI-SWIGGY-PHARMACY,0.0,3171.0,,Health & Medical,9,307,Medical Expense Ledger,UPI SWIGGY PHARMACY
28-08-2025,UPI-DMART-GAMING,0.0,2515.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI DMART GAMING
24-03-2026,UPI-RELIANCE DIGITAL-COACHING FEES,0.0,9408.0,,Education & Books,10,308,Education Expense Ledger,UPI RELIANCE DIGITAL COACHING FEES
11-05-2025,UPI-APOLLO PHARMACY-ELECTRICITY BILL,0.0,2160.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI APOLLO PHARMACY ELECTRICITY BILL
23-08-2025,UPI-FLIPKART-DINNER,0.0,165.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI FLIPKART DINNER
19-03-2026,UPI-DOMINOS PIZZA-FOOD,0.0,1532.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI DOMINOS PIZZA FOOD
10-02-2026,OLA CABS PAYMENT-681794294,0.0,7481.0,,Transport & Travel,5,303,Travel Expense Ledger,OLA CABS PAYMENT
23-01-2026,SALARY CREDIT JAN 2026,42941.0,0.0,,Salary Income,1,201,Salary Ledger,SALARY CREDIT JAN
03-07-2025,UPI-STARBUCKS-MISC-422554,0.0,14506.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI STARBUCKS MISC
02-06-2025,CC BILL PAYMENT-713729809,0.0,25816.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
30-11-2025,UPI-RELIANCE DIGITAL-FOOD,0.0,1062.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI RELIANCE DIGITAL FOOD
05-03-2026,UPI-CROSSWORD BOOKSTORE-ONLINE SHOPPING,0.0,13875.0,,Shopping & Lifestyle,6,304,Shopping Expense Ledger,UPI CROSSWORD BOOKSTORE ONLINE SHOPPING
20-10-2025,UPI-SWIGGY-STATIONERY,0.0,275.0,,Education & Books,10,308,Education Expense Ledger,UPI SWIGGY STATIONERY
26-10-2025,BANK TRANSFER-HOUSE RENT-607353,0.0,13877.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
11-07-2025,CC BILL PAYMENT-106240327,0.0,5686.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
06-01-2026,UPI-ZOMATO-WATER BILL,0.0,2102.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI ZOMATO WATER BILL
08-06-2025,CC BILL PAYMENT-390144720,0.0,66552.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,CC BILL PAYMENT
27-07-2025,UPI-NATURAL ICE CREAM-MOVIE TICKETS,0.0,1927.0,,Entertainment,8,306,Entertainment Expense Ledger,UPI NATURAL ICE CREAM MOVIE TICKETS
02-09-2025,BANK TRANSFER-HOUSE RENT-323068,0.0,10843.0,,Rent & Housing,4,302,Rent Expense Ledger,BANK TRANSFER HOUSE RENT
02-10-2025,UPI-APOLLO PHARMACY-MISC-215657,0.0,9167.0,,Miscellaneous,12,499,Miscellaneous Ledger,UPI APOLLO PHARMACY MISC
28-06-2025,UPI-IRCTC UTS-BROADBAND BILL,0.0,3395.0,,Utilities & Bills,7,305,Utilities Expense Ledger,UPI IRCTC UTS BROADBAND BILL
12-05-2025,UPI-MYNTRA-JUICE,0.0,277.0,,Groceries & Food,3,301,Groceries Expense Ledger,UPI MYNTRA JUICE
09-11-2025,UPI-IRCTC UTS-STATIONERY,0.0,3292.0,,Education & Books,10,308,Education Expense Ledger,UPI IRCTC UTS STATIONERY
15-07-2025,UPI-CREDCLUB-CRED PAYMENT-741021587,0.0,24862.0,,Credit Card Payment,11,401,Credit Card Payment Ledger,UPI CREDCLUB CRED PAYMENT
29-10-2025,UPI-AK JUICE CENTRE-DOCTOR CONSULTATION,0.0,5133.0,,Health & Medical,9,307,Medical Expense Ledger,UPI AK JUICE CENTRE DOCTOR CONSULTATION
